DTE,MB_TEMP,WD_HR,WIND_DIREC,WIND_SPEED,RINFLL,PM2.5
2017/1/2616:00,18,111,109,4.1,0,19
2017/1/2617:00,18,113,115,3.7,0,18
2017/1/2618:00,17,123,133,2.6,0,15
2017/1/2619:00,18,116,120,3.6,0,11
2017/1/2620:00,18,123,119,2.6,0,13
2017/1/2621:00,18,121,120,3.4,0,13
2017/1/2622:00,18,116,113,2.8,0,15
2017/1/2623:00,18,115,111,1.9,0,19
2017/1/2700:00,18,118,121,1.7,0,16
2017/1/2701:00,18,122,118,2.1,0,17
2017/1/2702:00,18,117,124,1.8,0,6
2017/1/2703:00,18,133,125,1.9,0,13
2017/1/2704:00,18,119,126,1.4,0,7
2017/1/2705:00,18,132,183,1.4,0,10
2017/1/2706:00,16,237,262,0.7,0,9
2017/1/2707:00,15,203,160,1.7,0,11
2017/1/2708:00,18,183,207,1.7,0,11
2017/1/2709:00,21,297,308,1.7,0,10
2017/1/2710:00,22,126,112,2.7,0,10
2017/1/2711:00,23,139,148,1.8,0,6
2017/1/2712:00,23,322,85,1.4,0,6
2017/1/2713:00,22,47,40,2,0,6
2017/1/2714:00,22,111,112,1.6,0,6
2017/1/2715:00,21,119,127,2.5,0,8
2017/1/2716:00,21,112,112,3.1,0,7
2017/1/2717:00,19,113,112,3.1,0,15
2017/1/2718:00,18,96,65,1.4,0,14
2017/1/2719:00,18,95,92,2.6,0,13
2017/1/2720:00,18,123,110,1.2,0,14
2017/1/2721:00,18,140,152,2,0,17
2017/1/2722:00,18,132,143,2,0,16
2017/1/2723:00,18,164,161,1.2,0,12
2017/1/2800:00,18,176,179,2,0,12
2017/1/2803:00,17,194,153,0.4,0,18
2017/1/2804:00,17,159,50,0.4,0,14
2017/1/2805:00,17,270,281,0.5,0,9
2017/1/2806:00,16,311,167,0.5,0,12
2017/1/2807:00,17,328,303,0.5,0,13
2017/1/2808:00,17,335,353,0.4,0,13
2017/1/2809:00,19,195,187,1.2,0,12
2017/1/2810:00,21,257,290,1.2,0,18
2017/1/2811:00,23,255,237,1.7,0,26
2017/1/2812:00,24,276,293,3,0,22
2017/1/2813:00,24,292,289,2.8,0,16
2017/1/2814:00,24,296,301,3.5,0,10
2017/1/2815:00,23,292,277,1.8,0,8
2017/1/2816:00,24,165,134,2.4,0,6
2017/1/2817:00,24,129,122,1.9,0,2
2017/1/2818:00,22,109,96,1.1,0,6
2017/1/2819:00,22,102,88,1.2,0,6
2017/1/2820:00,21,98,101,1.2,0,11
2017/1/2821:00,21,86,112,1.4,0,7
2017/1/2822:00,22,79,82,1,0,4
2017/1/2823:00,22,60,73,0.8,0,2
2017/1/2900:00,21,95,96,1.2,0,3
2017/1/2901:00,21,94,91,0.7,0,6
2017/1/2902:00,19,260,263,0.9,0,7
2017/1/2903:00,18,203,178,0.8,0,16
2017/1/2904:00,18,190,173,0.5,0,24
2017/1/2905:00,18,160,168,0.7,0,33
2017/1/2906:00,18,314,310,0.7,0,33
2017/1/2907:00,18,251,171,0.6,0,33
2017/1/2908:00,19,225,256,0.8,0,33
2017/1/2909:00,21,245,190,1.1,0,33
2017/1/2910:00,22,242,303,1.8,0,33
2017/1/2911:00,23,293,307,1.5,0,27
2017/1/2912:00,24,283,280,1.6,0,23
2017/1/2913:00,24,287,302,2.2,0,25
2017/1/2914:00,24,293,287,2.4,0,34
2017/1/2915:00,23,283,273,1.4,0,38
2017/1/2916:00,23,235,222,0.9,0,37
2017/1/2917:00,23,219,238,0.6,0,37
2017/1/2918:00,23,153,319,1.9,0,35
2017/1/2919:00,20,290,235,0.9,0,39
2017/1/2920:00,19,214,212,0.7,0,37
2017/1/2921:00,19,168,119,0.6,0,43
2017/1/2922:00,20,94,66,0.6,0,43
2017/1/2923:00,20,124,159,0.5,0,39
2017/1/3000:00,19,286,267,0.6,0,43
2017/1/3001:00,19,227,189,0.5,0,49
2017/1/3002:00,20,135,108,0.7,0,52
2017/1/3003:00,20,332,332,0.4,0,49
2017/1/3004:00,19,131,111,1,0,36
2017/1/3005:00,20,126,183,0.9,0,31
2017/1/3006:00,20,295,283,1,0,25
2017/1/3007:00,20,109,120,2.1,0,33
2017/1/3008:00,20,100,102,2.9,0,45
2017/1/3009:00,19,103,87,3.2,0,53
2017/1/3010:00,19,93,100,2.7,0,45
2017/1/3011:00,19,105,60,2.3,0,26
2017/1/3012:00,19,114,102,3.1,0,9
2017/1/3013:00,18,113,97,3,0,1
2017/1/3014:00,18,102,99,3.3,0,6
2017/1/3015:00,18,95,90,4,0,6
2017/1/3016:00,17,96,110,4.3,0,4
2017/1/3017:00,17,101,106,4.5,0,1
2017/1/3018:00,17,107,95,3.7,0,6
2017/1/3019:00,16,114,119,3.4,0,8
2017/1/3020:00,16,118,119,3.6,0,13
2017/1/3021:00,16,112,116,2.6,0,9
2017/1/3022:00,15,117,129,2.3,0,9
2017/1/3023:00,15,119,117,3.8,0,6
2017/1/3100:00,15,117,126,3.1,0,12
2017/1/3101:00,15,122,119,4.3,0,11
2017/1/3102:00,15,122,116,3.6,0,9
2017/1/3103:00,15,130,139,2.7,0,3
2017/1/3104:00,16,126,126,4.4,0,4
2017/1/3105:00,16,125,122,3,0,3
2017/1/3106:00,16,113,114,3.9,0,9
2017/1/3107:00,16,119,123,2.5,0,6
2017/1/3108:00,17,114,115,3.1,0,10
2017/1/3109:00,17,118,123,4.2,0,5
2017/1/3110:00,18,113,107,3.7,0,4
2017/1/3111:00,18,113,112,4.6,0,1
2017/1/3112:00,18,116,120,4.5,0,1
2017/1/3113:00,18,118,122,4.9,0,1
2017/1/3114:00,18,114,118,5,0,4
2017/1/3115:00,18,115,116,3.6,0,1
2017/1/3116:00,18,118,120,4.2,0,5
2017/1/3117:00,17,122,119,3.5,0,1
2017/1/3118:00,17,123,124,3.3,0,6
2017/1/3119:00,17,120,117,4.6,0,6
2017/1/3120:00,17,121,124,3.6,0,7
2017/1/3121:00,18,122,120,3.7,0,8
2017/1/3122:00,18,114,114,4,0,6
2017/1/3123:00,18,112,108,3.8,0,6
2017/2/100:00,18,107,105,2.8,0,2
2017/2/101:00,19,112,113,2.2,0,2
2017/2/102:00,19,111,115,1.3,0,1
2017/2/103:00,19,100,75,1.6,0,6
2017/2/104:00,19,68,65,2.1,0,9
2017/2/105:00,19,100,113,2.3,0,13
2017/2/106:00,19,107,109,2.1,0,11
2017/2/107:00,18,111,99,1.6,0,6
2017/2/108:00,19,109,106,3.3,0,9
2017/2/109:00,19,111,106,3.8,0,5
2017/2/110:00,19,110,119,2.9,0,10
2017/2/111:00,19,112,120,2.6,0,4
2017/2/112:00,19,100,107,2.9,0,5
2017/2/113:00,19,107,95,2.7,0,3
2017/2/114:00,19,116,131,2.2,0,9
2017/2/115:00,18,120,113,3,0,10
2017/2/116:00,18,115,111,4,0,12
2017/2/117:00,18,116,122,2.5,0,4
2017/2/118:00,17,113,118,2.7,0,10
2017/2/119:00,17,115,125,2.1,0,5
2017/2/120:00,17,105,120,1.6,0,13
2017/2/121:00,17,113,119,2.1,0,5
2017/2/122:00,16,122,123,3.6,0,6
2017/2/123:00,16,123,122,2.7,0,2
2017/2/200:00,16,119,117,4.1,0,2
2017/2/201:00,16,142,135,1.6,0,3
2017/2/202:00,16,112,116,2.1,0,1
2017/2/203:00,16,118,111,1.6,0,1
2017/2/204:00,16,128,136,2.3,0,1
2017/2/205:00,16,112,110,2,0,4
2017/2/206:00,16,110,74,1.9,0,1
2017/2/207:00,16,151,147,2.2,0,6
2017/2/208:00,16,122,122,3.1,0,3
2017/2/209:00,17,116,116,2.8,0,7
2017/2/210:00,17,113,108,4.5,0,9
2017/2/211:00,17,109,102,3.3,0,16
2017/2/212:00,17,108,97,2.7,0,25
2017/2/213:00,17,108,116,2.9,0,24
2017/2/214:00,16,104,88,2.1,0,19
2017/2/215:00,17,99,112,2.7,0,13
2017/2/216:00,16,104,80,2.1,0,17
2017/2/217:00,16,118,116,3,0,20
2017/2/218:00,16,112,115,3.1,0,20
2017/2/219:00,16,109,118,3.7,0,17
2017/2/220:00,16,121,126,4.1,0,15
2017/2/221:00,16,118,122,3.1,0,14
2017/2/222:00,16,113,113,3.1,0,9
2017/2/223:00,17,118,104,3.4,0,6
2017/2/300:00,17,112,117,3.7,0,1
2017/2/301:00,17,115,121,3,0,7
2017/2/302:00,17,127,113,2.6,0,10
2017/2/303:00,17,121,127,2.2,0,17
2017/2/304:00,18,116,117,1.9,0,9
2017/2/305:00,18,113,121,1.6,0,6
2017/2/306:00,18,115,117,1.8,0,1
2017/2/307:00,18,118,118,2.4,0,13
2017/2/308:00,19,113,112,2.9,0,14
2017/2/309:00,20,113,117,3,0,14
2017/2/310:00,21,112,112,2.9,0,-3
2017/2/311:00,22,109,107,3,0,4
2017/2/312:00,23,101,85,2.7,0,5
2017/2/313:00,23,101,105,3,0,8
2017/2/314:00,23,109,119,2.8,0,8
2017/2/315:00,23,113,110,2.5,0,5
2017/2/316:00,22,109,109,2.1,0,8
2017/2/317:00,21,112,108,2.8,0,13
2017/2/318:00,21,111,112,2.5,0,17
2017/2/319:00,21,107,107,2.3,0,13
2017/2/320:00,21,108,105,2.2,0,7
2017/2/321:00,21,112,114,2.4,0,10
2017/2/322:00,21,108,91,1.5,0,9
2017/2/323:00,21,149,206,1.2,0,12
2017/2/400:00,20,177,241,0.7,0,14
2017/2/401:00,19,128,126,0.7,0,19
2017/2/402:00,19,113,117,1,0,17
2017/2/403:00,19,123,106,0.9,0,10
2017/2/404:00,18,123,129,0.5,0,8
2017/2/405:00,18,105,97,0.5,0,7
2017/2/406:00,18,210,142,0.8,0,12
2017/2/407:00,18,100,172,0.5,0,16
2017/2/408:00,18,158,134,0.9,0,13
2017/2/409:00,19,177,218,0.7,0,24
2017/2/410:00,20,232,302,1,0,21
2017/2/411:00,22,238,172,0.8,0,19
2017/2/412:00,23,189,150,1.5,0,29
2017/2/413:00,24,197,250,1.3,0,30
2017/2/414:00,23,304,307,3.3,0,19
2017/2/415:00,21,301,303,2.2,0,25
2017/2/416:00,20,287,292,1.8,0,25
2017/2/417:00,19,291,301,1.4,0,35
2017/2/418:00,19,287,293,2,0,22
2017/2/419:00,18,299,284,0.8,0,24
2017/2/420:00,18,247,276,0.6,0,21
2017/2/421:00,18,309,182,0.5,0,26
2017/2/422:00,18,290,313,0.9,0,26
2017/2/423:00,18,222,229,0.6,0,28
2017/2/500:00,18,281,318,1.4,0,30
2017/2/501:00,17,302,304,1.3,0,33
2017/2/502:00,17,304,286,1.4,0,34
2017/2/503:00,17,297,324,1.5,0,30
2017/2/504:00,18,291,301,0.9,0,23
2017/2/505:00,18,303,319,1.9,0,21
2017/2/506:00,18,302,283,1,0,25
2017/2/507:00,18,313,322,1.4,0,26
2017/2/508:00,19,305,300,2.7,0,22
2017/2/509:00,19,268,227,1.5,0,21
2017/2/510:00,20,184,258,1.3,0,18
2017/2/511:00,21,177,145,1.6,0,15
2017/2/512:00,22,231,246,2.1,0,15
2017/2/513:00,22,256,319,2.2,0,19
2017/2/514:00,22,118,103,2.6,0,26
2017/2/515:00,21,102,129,2,0,23
2017/2/516:00,20,96,84,1.9,0,16
2017/2/517:00,20,102,95,3.1,0,10
2017/2/518:00,19,102,101,3,0,13
2017/2/519:00,19,109,115,3.9,0,18
2017/2/520:00,19,84,85,2.4,0,19
2017/2/521:00,19,100,103,2.2,0,13
2017/2/522:00,18,114,80,2.3,0,11
2017/2/523:00,18,108,116,2.5,0,15
2017/2/600:00,18,141,178,2.5,0,19
2017/2/601:00,18,111,109,2.7,0,26
2017/2/602:00,18,111,115,2.2,0,18
2017/2/603:00,18,99,92,2.4,0,22
2017/2/604:00,18,110,100,3.5,0,23
2017/2/605:00,18,97,68,2.7,0,33
2017/2/606:00,18,87,102,3.1,0,35
2017/2/607:00,18,105,92,2.8,0,33
2017/2/608:00,18,81,73,2.8,0,36
2017/2/609:00,18,95,113,3.8,0,40
2017/2/610:00,19,114,115,4.7,0,49
2017/2/611:00,19,112,114,3.5,0,49
2017/2/612:00,19,116,116,4.7,0,45
2017/2/613:00,20,101,106,2.4,0,42
2017/2/614:00,19,110,97,3.3,0,40
2017/2/615:00,18,100,105,3.4,0,41
2017/2/616:00,18,109,109,3.9,0,29
2017/2/617:00,18,109,114,3.2,0,27
2017/2/618:00,17,111,105,2.6,0,20
2017/2/619:00,17,114,114,3.5,0,29
2017/2/620:00,17,109,108,3.6,0,28
2017/2/621:00,17,109,108,3.6,0,33
2017/2/622:00,17,108,100,3.2,0,39
2017/2/623:00,17,110,117,3.8,0,51
2017/2/700:00,17,109,108,3.6,0,59
2017/2/701:00,17,110,112,2.8,0,50
2017/2/702:00,17,110,104,3.5,0,36
2017/2/703:00,17,109,105,2.8,0,33
2017/2/704:00,17,104,111,2.6,0,27
2017/2/705:00,17,110,107,3.4,0,18
2017/2/706:00,17,110,111,3.5,0,13
2017/2/707:00,17,103,104,2.4,0,8
2017/2/708:00,18,110,111,3.5,0,11
2017/2/709:00,18,111,111,4.2,0,5
2017/2/710:00,19,115,118,3,0,8
2017/2/711:00,19,112,113,3.5,0,13
2017/2/712:00,20,103,111,4.2,0,13
2017/2/713:00,19,114,122,3.3,0,-3
2017/2/714:00,20,111,112,3.5,0,9
2017/2/715:00,19,109,111,3.1,0,5
2017/2/716:00,19,115,114,3.4,0,8
2017/2/717:00,18,123,125,3.2,0,9
2017/2/718:00,18,124,127,2.6,0,8
2017/2/719:00,18,112,111,3.5,0,7
2017/2/720:00,18,114,119,2.7,0,10
2017/2/721:00,18,112,113,3.1,0,13
2017/2/722:00,18,110,108,2.1,0,9
2017/2/723:00,19,105,111,2.3,0,8
2017/2/800:00,19,110,107,3,0,9
2017/2/801:00,19,108,113,3,0,12
2017/2/802:00,19,107,118,2.4,0,9
2017/2/803:00,19,111,116,2.3,0,5
2017/2/804:00,19,113,127,1.7,0,1
2017/2/805:00,18,199,197,1.6,0,6
2017/2/806:00,18,311,263,0.5,0,9
2017/2/807:00,18,243,267,1,0,11
2017/2/808:00,18,170,159,1.8,0,12
2017/2/809:00,19,185,229,1.1,0,17
2017/2/810:00,21,310,307,2.6,0,20
2017/2/811:00,21,301,307,2.7,0,18
2017/2/812:00,21,286,294,2.7,0,16
2017/2/813:00,20,308,310,4.7,0,11
2017/2/814:00,19,307,306,3.1,0,11
2017/2/815:00,18,304,303,2,0,11
2017/2/816:00,18,296,275,1.6,0,11
2017/2/817:00,17,231,246,0.9,0,9
2017/2/818:00,17,301,306,2.2,0,10
2017/2/819:00,17,305,299,2.1,0,13
2017/2/820:00,17,301,292,1.6,0,14
2017/2/821:00,17,293,319,1.7,0,10
2017/2/822:00,17,275,199,0.9,0,9
2017/2/823:00,17,321,298,2.3,0,3
2017/2/900:00,16,280,271,1.8,0,4
2017/2/902:00,14,315,320,1.1,0,6
2017/2/903:00,13,317,294,1.9,0,6
2017/2/904:00,12,280,251,1.4,0,2
2017/2/905:00,12,56,42,2.1,0,6
2017/2/906:00,12,19,30,1.9,0,4
2017/2/907:00,12,312,326,2.5,0,6
2017/2/908:00,12,359,358,2.1,0,2
2017/2/909:00,12,316,306,2.2,0,4
2017/2/910:00,12,306,279,1.2,0,2
2017/2/911:00,12,314,351,2.8,0,9
2017/2/912:00,12,342,25,2.6,0,10
2017/2/913:00,12,359,4.6,3.6,0,13
2017/2/914:00,11,23,33,3.4,0,15
2017/2/915:00,11,9.6,27,4,0,20
2017/2/916:00,11,16,39,3.5,0,29
2017/2/917:00,11,6.6,15,3,0,34
2017/2/918:00,11,20,61,1.5,0,34
2017/2/919:00,10,113,101,1.5,0,36
2017/2/920:00,10,113,169,0.8,0,33
2017/2/921:00,10,189,209,0.9,0,32
2017/2/922:00,10,284,284,1.1,0,30
2017/2/923:00,11,79,127,1.8,0,31
2017/2/1000:00,11,5.8,329,1.2,0,33
2017/2/1001:00,11,21,44,1.7,0,32
2017/2/1002:00,11,35,17,1.3,0,33
2017/2/1003:00,11,103,166,0.8,0,31
2017/2/1004:00,11,64,31,2,0,34
2017/2/1005:00,11,16,170,1.2,0,39
2017/2/1006:00,10,3.3,0,2.3,0,43
2017/2/1007:00,11,15,15,2,0,41
2017/2/1008:00,12,80,31,2,0,37
2017/2/1009:00,12,87,109,1.8,0,39
2017/2/1010:00,13,75,51,2.7,0,42
2017/2/1011:00,12,62,79,2.2,0,43
2017/2/1012:00,13,103,118,3.5,0,41
2017/2/1013:00,13,94,67,2.6,0,39
2017/2/1014:00,13,108,86,2.3,0,39
2017/2/1015:00,13,52,48,3.7,0,39
2017/2/1016:00,12,73,90,1.8,0,42
2017/2/1017:00,12,99,110,2.9,0,47
2017/2/1018:00,12,89,45,2.3,0,53
2017/2/1019:00,12,84,95,2,0,55
2017/2/1020:00,12,93,93,1.5,0,49
2017/2/1021:00,12,111,93,1.5,0,40
2017/2/1022:00,12,108,99,1.6,0,26
2017/2/1023:00,12,103,80,1,0,21
2017/2/1100:00,12,103,110,1.5,0,23
2017/2/1101:00,12,97,94,1.4,0,25
2017/2/1102:00,12,112,108,1.1,0,26
2017/2/1103:00,12,97,99,1.5,0,20
2017/2/1104:00,12,92,116,0.8,0,25
2017/2/1105:00,12,82,62,1.4,0,19
2017/2/1106:00,12,81,103,1.6,0,24
2017/2/1107:00,12,76,77,1.9,0,23
2017/2/1108:00,12,102,112,1.8,0,24
2017/2/1109:00,13,88,84,1.3,0,19
2017/2/1110:00,13,76,104,2.3,0,19
2017/2/1111:00,14,75,60,3.1,0,20
2017/2/1112:00,14,59,48,4,0,21
2017/2/1113:00,14,65,75,2.9,0,21
2017/2/1114:00,13,105,119,3.9,0,24
2017/2/1115:00,13,96,64,2.4,0,25
2017/2/1116:00,13,102,111,2.4,0,22
2017/2/1117:00,13,111,107,3,0,23
2017/2/1118:00,12,114,117,2,0,21
2017/2/1119:00,12,111,110,2.1,0,21
2017/2/1120:00,12,124,129,2.3,0,24
2017/2/1121:00,12,130,129,1.2,0,21
2017/2/1122:00,13,118,123,2.1,0,23
2017/2/1123:00,12,124,136,1.6,0,18
2017/2/1200:00,13,114,74,1.1,0,17
2017/2/1201:00,13,124,115,1.6,0,20
2017/2/1202:00,14,113,109,2,0,15
2017/2/1203:00,14,131,158,2.3,0,21
2017/2/1204:00,14,122,123,2.1,0,16
2017/2/1205:00,14,122,107,2.4,0,19
2017/2/1206:00,14,120,123,2.3,0,9
2017/2/1207:00,14,111,118,2.1,0,10
2017/2/1208:00,15,114,115,2.6,0,14
2017/2/1209:00,15,113,118,2.6,0,20
2017/2/1210:00,16,111,104,3.3,0,19
2017/2/1211:00,16,115,112,4.2,0,10
2017/2/1212:00,16,113,119,4.1,0,4
2017/2/1213:00,16,109,111,3.3,0,5
2017/2/1214:00,16,108,110,3.4,0,6
2017/2/1215:00,15,112,112,3.4,0,13
2017/2/1216:00,15,107,109,2.5,0,7
2017/2/1217:00,15,114,132,2.4,0,12
2017/2/1218:00,15,123,123,2.5,0,10
2017/2/1219:00,15,119,118,2.2,0,13
2017/2/1220:00,15,122,112,2.3,0,11
2017/2/1221:00,15,117,117,2.8,0,11
2017/2/1222:00,15,123,122,2.6,0,6
2017/2/1223:00,15,117,120,3.2,0,10
2017/2/1300:00,15,136,135,1.9,0,14
2017/2/1301:00,15,137,140,1.8,0,14
2017/2/1302:00,15,131,127,2.6,0,17
2017/2/1303:00,15,121,123,1.9,0,15
2017/2/1304:00,16,124,114,2.5,0,19
2017/2/1305:00,16,122,126,1.7,0,15
2017/2/1306:00,16,119,122,2.6,0,14
2017/2/1307:00,16,124,118,2.6,0,16
2017/2/1308:00,17,118,123,4.9,0,13
2017/2/1309:00,18,115,115,4.9,0,10
2017/2/1310:00,18,112,113,3.8,0,12
2017/2/1311:00,19,106,112,3.8,0,15
2017/2/1312:00,19,99,106,2.9,0,11
2017/2/1313:00,19,108,113,3.8,0,14
2017/2/1314:00,18,114,113,4.1,0,13
2017/2/1315:00,18,113,112,3.6,0,21
2017/2/1316:00,17,114,122,3.1,0,18
2017/2/1317:00,17,118,121,2.3,0,18
2017/2/1318:00,17,117,108,3,0,15
2017/2/1319:00,17,126,127,1.9,0,18
2017/2/1320:00,16,119,116,3,0,19
2017/2/1321:00,16,125,121,2.9,0,22
2017/2/1322:00,16,127,126,2.8,0,24
2017/2/1323:00,16,121,122,2,0,20
2017/2/1400:00,16,126,121,2.5,0,16
2017/2/1401:00,16,128,134,2.2,0,11
2017/2/1402:00,16,121,115,3,0,15
2017/2/1403:00,16,116,111,2.5,0,19
2017/2/1404:00,16,117,117,2.6,0,15
2017/2/1405:00,16,119,126,2.6,0,17
2017/2/1406:00,16,120,117,2.4,0,10
2017/2/1407:00,16,117,121,2.4,0,16
2017/2/1408:00,17,116,109,3.3,0,15
2017/2/1409:00,18,113,114,3.5,0,25
2017/2/1410:00,19,108,106,3.1,0,24
2017/2/1411:00,19,100,96,3.5,0,25
2017/2/1412:00,20,95,95,2.8,0,19
2017/2/1413:00,19,90,94,3.2,0,19
2017/2/1414:00,19,100,104,2.9,0,19
2017/2/1415:00,19,104,101,3.6,0,18
2017/2/1416:00,18,110,113,3.9,0,13
2017/2/1417:00,17,110,117,3.4,0,8
2017/2/1418:00,17,110,111,3,0,7
2017/2/1419:00,17,111,111,3.3,0,13
2017/2/1420:00,17,112,108,3,0,11
2017/2/1421:00,17,110,111,2.8,0,7
2017/2/1422:00,17,114,118,3.6,0,6
2017/2/1423:00,17,108,111,3.3,0,11
2017/2/1500:00,17,120,132,2.8,0,13
2017/2/1501:00,17,116,114,3,0,8
2017/2/1502:00,17,117,127,2.8,0,4
2017/2/1503:00,18,117,114,3.1,0,6
2017/2/1504:00,17,112,114,2.6,0,4
2017/2/1505:00,18,109,110,2.8,0,12
2017/2/1506:00,18,113,108,2.2,0,5
2017/2/1507:00,19,115,119,2.1,0,11
2017/2/1508:00,20,120,112,2.6,0,7
2017/2/1509:00,21,123,128,2.9,0,10
2017/2/1510:00,22,116,103,2.6,0,-3
2017/2/1511:00,23,141,153,3,0,35
2017/2/1512:00,24,134,125,2.2,0,36
2017/2/1513:00,25,131,98,2.1,0,37
2017/2/1514:00,24,157,161,2.4,0,10
2017/2/1515:00,23,142,148,3.1,0,7
2017/2/1516:00,22,139,141,3.3,0,10
2017/2/1517:00,21,139,132,2.7,0,10
2017/2/1518:00,21,120,112,1.9,0,12
2017/2/1519:00,20,102,112,1.1,0,6
2017/2/1520:00,20,97,101,1.4,0,9
2017/2/1521:00,20,113,109,2.4,0,9
2017/2/1522:00,20,115,122,2.7,0,11
2017/2/1523:00,20,107,99,1.6,0,4
2017/2/1600:00,20,98,82,1.4,0,1
2017/2/1601:00,19,119,177,1.5,0,1
2017/2/1602:00,18,146,125,0.7,0,1
2017/2/1603:00,17,126,148,1,0,5
2017/2/1604:00,16,125,117,0.7,0,1
2017/2/1605:00,15,245,172,0.8,0,6
2017/2/1606:00,15,124,120,1.1,0,9
2017/2/1607:00,15,116,321,0.7,0,14
2017/2/1608:00,17,253,237,1.1,0,26
2017/2/1609:00,19,292,310,1.2,0,39
2017/2/1610:00,21,290,302,1.6,0,50
2017/2/1611:00,23,284,275,1.5,0,48
2017/2/1612:00,24,282,284,2,0,33
2017/2/1613:00,24,303,311,4.1,0,33
2017/2/1614:00,23,310,315,3.4,0,33
2017/2/1615:00,23,318,316,3.5,0,37
2017/2/1616:00,23,321,308,1.4,0,26
2017/2/1617:00,23,299,203,0.4,0,18
2017/2/1618:00,21,113,114,1.4,0,17
2017/2/1619:00,20,128,130,1.6,0,24
2017/2/1620:00,19,122,131,1.3,0,24
2017/2/1621:00,18,123,129,1.3,0,24
2017/2/1622:00,18,125,126,1.1,0,19
2017/2/1623:00,17,128,124,1,0,25
2017/2/1700:00,17,339,319,0.7,0,22
2017/2/1701:00,16,202,119,0.9,0,20
2017/2/1702:00,16,125,130,1,0,17
2017/2/1703:00,16,124,120,0.9,0,19
2017/2/1704:00,16,123,124,0.9,0,15
2017/2/1705:00,16,122,119,0.9,0,13
2017/2/1706:00,15,125,128,0.7,0,8
2017/2/1707:00,16,309,318,0.5,0,7
2017/2/1708:00,19,208,190,0.8,0,9
2017/2/1709:00,21,188,202,0.9,0,19
2017/2/1710:00,24,243,271,1.2,0,21
2017/2/1711:00,26,258,254,1.7,0,22
2017/2/1712:00,26,311,306,3.6,0,14
2017/2/1713:00,26,307,307,3.8,0,15
2017/2/1714:00,25,303,302,3.7,0,15
2017/2/1715:00,24,296,301,3.3,0,16
2017/2/1716:00,23,294,257,1.9,0,20
2017/2/1717:00,22,240,278,1,0,17
2017/2/1718:00,21,289,282,0.7,0,21
2017/2/1719:00,21,243,281,0.8,0,16
2017/2/1720:00,20,236,272,0.7,0,21
2017/2/1721:00,20,292,315,1.3,0,22
2017/2/1722:00,19,310,341,0.8,0,27
2017/2/1723:00,19,250,246,1,0,23
2017/2/1800:00,19,234,233,0.5,0,25
2017/2/1801:00,18,321,310,1.4,0,21
2017/2/1802:00,18,298,38,0.4,0,22
2017/2/1803:00,18,219,190,0.6,0,17
2017/2/1804:00,18,268,206,1.2,0,17
2017/2/1805:00,18,292,253,0.7,0,19
2017/2/1806:00,18,135,309,0.7,0,21
2017/2/1807:00,19,316,335,0.6,0,21
2017/2/1808:00,20,308,284,0.8,0,29
2017/2/1809:00,21,306,316,1.7,0,34
2017/2/1810:00,22,279,113,1.4,0,44
2017/2/1811:00,23,90,105,2.9,0,35
2017/2/1812:00,22,96,104,2.7,0,35
2017/2/1813:00,22,108,117,3.3,0,25
2017/2/1814:00,22,112,113,1.8,0,31
2017/2/1815:00,22,124,119,4.8,0,21
2017/2/1816:00,20,110,104,2.9,0,29
2017/2/1817:00,20,110,93,1.6,0,26
2017/2/1818:00,20,108,112,2.1,0,26
2017/2/1819:00,19,105,104,2.7,0,19
2017/2/1820:00,19,111,115,3.8,0,19
2017/2/1821:00,18,114,110,3.5,0,19
2017/2/1822:00,18,118,116,2.9,0,19
2017/2/1823:00,19,100,102,2.8,0,22
2017/2/1900:00,19,102,115,3.7,0,26
2017/2/1901:00,19,124,146,3.2,0,26
2017/2/1902:00,19,119,110,3.8,0,19
2017/2/1903:00,19,122,125,3,0,21
2017/2/1904:00,19,116,108,3.8,0,27
2017/2/1905:00,19,112,114,3.3,0,30
2017/2/1906:00,19,107,107,3.3,0,26
2017/2/1907:00,20,108,113,3.5,0,25
2017/2/1908:00,21,104,105,2.7,0,26
2017/2/1909:00,23,116,129,3.8,0,26
2017/2/1910:00,24,130,120,3,0,26
2017/2/1911:00,25,115,135,3.2,0,19
2017/2/1912:00,26,123,111,3.1,0,23
2017/2/1913:00,26,129,143,1.8,0,19
2017/2/1914:00,26,310,310,3.6,0,27
2017/2/1915:00,25,305,313,2.5,0,26
2017/2/1916:00,24,296,302,2,0,29
2017/2/1917:00,22,293,293,1.6,0,38
2017/2/1918:00,20,268,227,0.7,0,39
2017/2/1919:00,19,246,263,0.6,0,41
2017/2/1920:00,18,276,325,0.4,0,38
2017/2/1921:00,18,270,275,0.6,0,41
2017/2/1922:00,18,241,256,1,0,41
2017/2/1923:00,18,119,143,0.8,0,39
2017/2/2000:00,18,317,55,0.6,0,36
2017/2/2001:00,19,5.4,184,0.9,0,36
2017/2/2002:00,19,325,31,0.9,0,29
2017/2/2003:00,18,285,313,1.7,0,28
2017/2/2004:00,17,290,289,2.2,0,27
2017/2/2007:00,17,114,189,0.7,0,39
2017/2/2008:00,19,168,197,1.2,0,28
2017/2/2009:00,21,169,193,0.8,0,30
2017/2/2010:00,23,263,306,1.3,0,-3
2017/2/2011:00,24,317,327,1.4,0,14
2017/2/2012:00,24,309,317,4.6,0,18
2017/2/2013:00,21,302,313,2.8,0,24
2017/2/2014:00,20,267,251,1,0,30
